"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that creating a user returns 201 Created status with user details in response","257","CreateUser_ShouldReturn201","","Thu Feb 26 15:05:52 UTC 2026","passed","Thu Feb 26 15:05:52 UTC 2026","","User Management","PostUserTests","CreateUser_ShouldReturn201"
"Verify that retrieving a user returns 200 OK status with valid response body","843","GetUser_ShouldReturn200_AndValidBody","","Thu Feb 26 15:05:51 UTC 2026","passed","Thu Feb 26 15:05:52 UTC 2026","","User Management","GetUserTests","GetUser_ShouldReturn200_AndValidBody"
